683,JVC,CTCP Thiết bị Y tế Việt Nhật,Thiết bị và dịch vụ chăm sóc sức khỏe,HOSE,"112,500,171"
684,KAC,CTCP Đầu tư Địa ốc Khang An,Bất động sản,UPCoM,"23,999,999"
685,KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,Bất động sản,HOSE,"941,754,759"
686,KCB,CTCP khoáng Sản và Luyện Kim Cao Bằng,Nguyên vật liệu,UPCoM,"8,000,000"
687,KDC,CTCP Tập đoàn KIDO,"Thực phẩm, đồ uống và thuốc lá",HOSE,"289,806,316"
688,KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,Bất động sản,HOSE,"1,011,142,565"
689,KDM,CTCP Tập Đoàn GCL,Thương mại hàng không thiết yếu,HNX,"7,596,981"
690,KGM,CTCP Xuất nhập khẩu Kiên Giang,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"25,430,000"
691,KHD,CTCP Khai thác Chế biến Khoáng sản Hải Dương,Nguyên vật liệu,UPCoM,"3,262,818"
692,KHG,CTCP Tập đoàn Khải Hoàn Land,Bất động sản,HOSE,"449,435,205"
693,KHL,CTCP Khoáng Sản Và Vật Liệu Xây Dựng Hưng Long,Nguyên vật liệu,UPCoM,"12,000,000"
694,KHP,CTCP Điện lực Khánh Hòa,Tiện ích,HOSE,"60,405,967"
695,KHS,CTCP Kiên Hùng,"Thực phẩm, đồ uống và thuốc lá",HNX,"13,904,571"
696,KHW,CTCP Cấp thoát nước Khánh Hòa,Tiện ích,UPCoM,"28,599,996"
697,KIP,CTCP K.I.P Việt Nam,Hàng hóa công nghiệp,UPCoM,"9,800,000"
698,KKC,CTCP Tập Đoàn Thành Thái,Nguyên vật liệu,HNX,"5,200,000"
699,KLB,Ngân hàng TMCP Kiên Long,Tổ chức tín dụng,UPCoM,"365,281,878"
700,KLF,CTCP Đầu tư Thương mại và Xuất nhập khẩu CFS,Thương mại hàng không thiết yếu,UPCoM,"165,352,561"
701,KMR,CTCP Mirae,Thời trang và hàng lâu bền,HOSE,"56,881,443"
702,KMT,CTCP Kim khí Miền Trung,Thương mại hàng không thiết yếu,HNX,"9,846,562"
703,KOS,CTCP KOSY,Tiện ích,HOSE,"216,481,335"
704,KPF,CTCP Đầu tư tài sản Koji,Bất động sản,UPCoM,"60,867,241"
705,KSB,CTCP Khoáng sản và Xây dựng Bình Dương,Nguyên vật liệu,HOSE,"114,779,103"
706,KSD,CTCP Đầu tư DNA,Thời trang và hàng lâu bền,HNX,"12,000,000"
707,KSF,CTCP Tập đoàn Sunshine,Bất động sản,HNX,"300,000,000"
708,KSH,CTCP DAMAC GLS,Nguyên vật liệu,UPCoM,"57,509,675"
709,KSQ,CTCP CNC Capital Việt Nam,Nguyên vật liệu,UPCoM,"30,000,000"
710,KST,CTCP KASATI,Dịch vụ viễn thông,HNX,"5,992,020"
711,KSV,Tổng Công ty Khoáng sản TKV - CTCP,Nguyên vật liệu,HNX,"200,000,000"
712,KTC,CTCP Thương mại Kiên Giang,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"36,473,833"
713,KTL,CTCP Kim Khí Thăng Long,Xe và linh kiện,UPCoM,"6,519,500"
714,KTS,CTCP Đường Kon Tum,"Thực phẩm, đồ uống và thuốc lá",HNX,"5,070,000"
715,KTT,CTCP Tập đoàn Đầu tư KTT,Nguyên vật liệu,UPCoM,"2,955,000"
716,KVC,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Nguyên vật liệu,UPCoM,"49,500,000"
717,KWA,CTCP Cấp thoát nước và Môi trường Kiến Tường,Tiện ích,UPCoM,"3,800,000"
718,L10,CTCP Lilama 10,Hàng hóa công nghiệp,HOSE,"9,890,000"
719,L12,CTCP Licogi 12,Hàng hóa công nghiệp,UPCoM,"7,000,000"
720,L14,CTCP Licogi 14,Thời trang và hàng lâu bền,HNX,"30,859,515"
721,L18,CTCP Đầu tư và Xây dựng Số 18,Hàng hóa công nghiệp,HNX,"45,739,793"
722,L35,CTCP Cơ khí Lắp máy Lilama,Hàng hóa công nghiệp,UPCoM,"3,265,155"
723,L40,CTCP Đầu Tư và Xây dựng 40,Hàng hóa công nghiệp,HNX,"10,800,000"
724,L43,CTCP Lilama 45.3,Hàng hóa công nghiệp,UPCoM,"3,500,000"
725,L44,CTCP Lilama 45.4,Hàng hóa công nghiệp,UPCoM,"4,000,000"
726,L45,CTCP Lilama 45.1,Hàng hóa công nghiệp,UPCoM,"4,800,000"
727,L61,CTCP Lilama 69-1,Hàng hóa công nghiệp,UPCoM,"7,576,200"
728,L62,CTCP Lilama 69-2,Hàng hóa công nghiệp,UPCoM,"8,298,243"
729,L63,CTCP Lilama 69-3,Hàng hóa công nghiệp,UPCoM,"8,279,361"
730,LAF,CTCP Chế biến hàng Xuất khẩu Long An,"Thực phẩm, đồ uống và thuốc lá",HOSE,"15,228,019"
731,LAI,CTCP Đầu Tư Xây dựng Long An IDICO,Bất động sản,UPCoM,"17,100,000"
732,LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,Nguyên vật liệu,HNX,"112,856,400"
733,LAW,CTCP Cấp thoát nước Long An,Tiện ích,UPCoM,"12,200,000"
734,LBE,CTCP Thương mại và Dịch vụ LVA,Truyền thông và giải trí,HNX,"1,999,934"
735,LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,Nguyên vật liệu,HOSE,"40,000,000"
736,LCC,CTCP Xi măng Hồng Phong,Nguyên vật liệu,UPCoM,"5,838,999"
737,LCD,CTCP Lắp máy - Thí nghiệm Cơ điện,Hàng hóa công nghiệp,HNX,"1,474,000"
738,LCG,CTCP Lizen,Hàng hóa công nghiệp,HOSE,"195,091,170"
739,LCM,CTCP Khai thác và Chế biến khoáng sản Lào Cai,Nguyên vật liệu,UPCoM,"24,633,000"
740,LCS,CTCP Licogi 166,Hàng hóa công nghiệp,UPCoM,"7,600,000"
741,LDG,CTCP Đầu tư LDG,Bất động sản,HOSE,"256,972,585"
742,LDP,CTCP Dược Lâm Đồng (Ladophar),"Dược phẩm, công nghệ sinh học và khoa học sự sống",HNX,"12,703,167"
743,LDW,CTCP Cấp thoát nước Lâm Đồng,Tiện ích,UPCoM,"78,800,000"
744,LEC,CTCP Bất động sản Điện lực Miền Trung,Thời trang và hàng lâu bền,UPCoM,"26,100,000"
745,LG9,CTCP Cơ giới và Xây lắp Số 9,Hàng hóa công nghiệp,UPCoM,"5,026,600"
746,LGC,CTCP Đầu tư Cầu đường CII,Vận tải,HOSE,"192,854,765"
747,LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,Bất động sản,HOSE,"51,500,000"
748,LGM,CTCP Giày da và May mặc Xuất khẩu,Thời trang và hàng lâu bền,UPCoM,"11,840,000"
749,LHC,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Hàng hóa công nghiệp,HNX,"14,400,000"
750,LHG,CTCP Long Hậu,Bất động sản,HOSE,"50,012,010"
751,LIC,Tổng Công ty LICOGI - CTCP,Nguyên vật liệu,UPCoM,"90,000,000"
752,LIG,CTCP Licogi 13,Hàng hóa công nghiệp,HNX,"95,084,569"
753,LIX,CTCP Bột Giặt Lix,Sản phẩm chăm sóc cá nhân và gia đình,HOSE,"64,800,000"
754,LKW,CTCP Cấp nước Long Khánh,Tiện ích,UPCoM,"2,500,000"
755,LLM,Tổng Công ty Lắp máy Việt Nam - CTCP,Hàng hóa công nghiệp,UPCoM,"79,726,104"
756,LM3,CTCP Lilama 3,Hàng hóa công nghiệp,UPCoM,"5,150,000"
757,LM7,CTCP Lilama 7,Hàng hóa công nghiệp,UPCoM,"5,000,000"
758,LM8,CTCP Lilama 18,Hàng hóa công nghiệp,HOSE,"9,388,682"
759,LMC,CTCP Long Beach LMC,Nguyên vật liệu,UPCoM,"1,500,000"
760,LMH,CTCP Quốc Tế Holding,Thương mại hàng không thiết yếu,UPCoM,"25,629,995"
761,LMI,CTCP Đầu tư Xây dựng Lắp máy IDICO,Hàng hóa công nghiệp,UPCoM,"5,500,000"
762,LNC,CTCP Lệ Ninh,Nguyên vật liệu,UPCoM,"8,230,067"
763,LO5,CTCP Lilama 5,Hàng hóa công nghiệp,UPCoM,"5,149,791"
764,LPB,Ngân hàng TMCP Lộc Phát Việt Nam,Tổ chức tín dụng,HOSE,"2,987,282,100"
765,LPT,CTCP Thương mại và Sản xuất Lập Phương Thành,Thương mại hàng không thiết yếu,UPCoM,"12,000,000"
766,LQN,CTCP Licogi Quảng Ngãi,Nguyên vật liệu,UPCoM,"1,893,540"
767,LSG,CTCP Bất động sản Sài Gòn Vina,Bất động sản,UPCoM,"90,000,000"
768,LSS,CTCP Mía Đường Lam Sơn,"Thực phẩm, đồ uống và thuốc lá",HOSE,"85,741,623"
769,LTC,CTCP Điện nhẹ Viễn Thông,Hàng hóa công nghiệp,UPCoM,"4,586,000"
770,LTG,CTCP Tập đoàn Lộc Trời,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"100,741,465"
771,LUT,CTCP Đầu tư Xây dựng Lương Tài,Hàng hóa công nghiệp,UPCoM,"15,000,000"
772,M10,Tổng Công ty May 10 - CTCP,Thời trang và hàng lâu bền,UPCoM,"31,751,000"
773,MA1,CTCP Thiết bị,Bất động sản,UPCoM,"10,050,392"
774,MAC,CTCP Tập đoàn Macstar,Vận tải,HNX,"22,709,408"
775,MAS,CTCP Dịch vụ Hàng không Sân bay Đà Nẵng,Vận tải,HNX,"4,267,683"
776,MBB,Ngân hàng TMCP Quân đội,Tổ chức tín dụng,HOSE,"6,102,272,659"
777,MBG,CTCP Tập đoàn MBG,Thời trang và hàng lâu bền,HNX,"120,218,540"
778,MBN,CTCP Môi trường và Công trình đô thị Bắc Ninh,Tiện ích,UPCoM,"5,750,000"
779,MBS,CTCP Chứng khoán MB,Dịch vụ tài chính,HNX,"572,812,981"
780,MBT,CTCP Bất động sản cho thuê Minh Bảo Tín,Bất động sản,UPCoM,"3,800,000"
781,MCC,CTCP Gạch ngói Cao cấp,Nguyên vật liệu,HNX,"5,016,124"
782,MCF,CTCP Xây lắp Cơ khí và Lương thực Thực phẩm,"Thực phẩm, đồ uống và thuốc lá",HNX,"10,777,838"
783,MCG,CTCP Năng lượng và Bất động sản MCG,Hàng hóa công nghiệp,UPCoM,"57,510,000"
784,MCH,CTCP Hàng tiêu dùng Masan,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"1,062,364,822"
785,MCM,CTCP Giống Bò sữa Mộc Châu,"Thực phẩm, đồ uống và thuốc lá",HOSE,"110,000,000"
786,MCO,CTCP Đầu tư và Xây dựng BDC Việt Nam,Hàng hóa công nghiệp,HNX,"4,103,929"
787,MCP,CTCP In và Bao bì Mỹ Châu,Nguyên vật liệu,HOSE,"18,081,053"
788,MDA,CTCP Môi trường Đô thị Đông Anh,Tiện ích,UPCoM,"1,200,000"
789,MDC,CTCP Than Mông Dương - Vinacomin,Năng lượng,HNX,"21,418,346"
790,MDF,CTCP Gỗ MDF VRG - Quảng Trị,Nguyên vật liệu,UPCoM,"55,113,595"
791,MDG,CTCP Miền Đông,Nguyên vật liệu,HOSE,"10,889,031"
792,MEC,CTCP Cơ khí - Lắp máy Sông Đà,Hàng hóa công nghiệp,UPCoM,"8,353,620"
793,MED,CTCP Dược Trung ương Mediplantex,"Dược phẩm, công nghệ sinh học và khoa học sự sống",HNX,"12,410,000"
794,MEF,CTCP MEINFA,Thời trang và hàng lâu bền,UPCoM,"4,135,097"
795,MEL,CTCP Thép Mê Lin,Nguyên vật liệu,HNX,"15,000,000"
796,MES,CTCP Cơ điện Công trình,Hàng hóa công nghiệp,UPCoM,"18,600,000"
797,MFS,CTCP Dịch vụ Kỹ thuật Mobifone,Dịch vụ viễn thông,UPCoM,"7,062,979"
798,MGC,CTCP Địa chất mỏ - TKV,Năng lượng,UPCoM,"10,800,000"
799,MGG,Tổng Công ty Đức Giang - CTCP,Thời trang và hàng lâu bền,UPCoM,"8,999,622"
800,MGR,CTCP Tập đoàn MGROUP,Bất động sản,UPCoM,"20,000,000"
801,MH3,CTCP Khu Công nghiệp Cao su Bình Long,Bất động sản,UPCoM,"24,000,000"
802,MHC,CTCP MHC,Vận tải,HOSE,"43,476,318"
803,MHL,CTCP Minh Hữu Liên,Nguyên vật liệu,UPCoM,"5,430,923"
804,MIC,CTCP Kỹ nghệ Khoáng sản Quảng Nam,Nguyên vật liệu,HNX,"5,544,946"
805,MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Hàng hóa công nghiệp,UPCoM,"141,991,500"
806,MIG,Tổng Công ty cổ phần Bảo hiểm Quân Đội,Bảo hiểm,HOSE,"201,433,375"
807,MIM,CTCP Khoáng sản và Cơ khí,Nguyên vật liệu,UPCoM,"3,409,860"
808,MKP,CTCP Hoá - Dược phẩm Mekophar,"Dược phẩm, công nghệ sinh học và khoa học sự sống",UPCoM,"25,545,867"
809,MKV,CTCP Dược thú Y Cai Lậy,"Dược phẩm, công nghệ sinh học và khoa học sự sống",HNX,"5,000,038"
810,MLC,CTCP Môi trường Đô thị Tỉnh Lào Cai,Tiện ích,UPCoM,"4,171,175"
811,MLS,CTCP Chăn nuôi - Mitraco,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"4,000,000"
812,MML,CTCP Masan MeatLife,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"329,052,593"
813,MNB,Tổng Công ty May Nhà Bè - CTCP,Thời trang và hàng lâu bền,UPCoM,"20,000,000"
814,MND,CTCP Môi trường Nam Định,Tiện ích,UPCoM,"2,194,475"
815,MPC,CTCP Tập đoàn Thủy sản Minh Phú,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"400,938,300"
816,MPT,CTCP Tập đoàn MPT,Thời trang và hàng lâu bền,UPCoM,"17,107,164"
817,MPY,CTCP Môi trường Đô thị Phú Yên,Tiện ích,UPCoM,"6,143,000"
818,MQB,CTCP Môi trường và Phát triển Đô thị Quảng Bình,Tiện ích,UPCoM,"3,675,675"
819,MQN,CTCP Môi trường đô thị Quảng Ngãi,Tiện ích,UPCoM,"7,018,925"
820,MRF,CTCP Merufa,Thiết bị và dịch vụ chăm sóc sức khỏe,UPCoM,"6,796,172"
821,MSB,Ngân hàng TMCP Hàng hải Việt Nam,Tổ chức tín dụng,HOSE,"2,600,000,000"
822,MSH,CTCP May Sông Hồng,Thời trang và hàng lâu bền,HOSE,"112,521,020"
823,MSN,CTCP Tập đoàn Masan,"Thực phẩm, đồ uống và thuốc lá",HOSE,"1,438,351,617"
824,MSR,CTCP Masan High-Tech Materials,Nguyên vật liệu,UPCoM,"1,099,155,420"
825,MST,CTCP Đầu tư MST,Hàng hóa công nghiệp,HNX,"76,004,301"
826,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Nguyên vật liệu,UPCoM,"110,113,591"
827,MTB,CTCP Môi trường và Công trình Đô thị Tỉnh Thái Bình,Dịch vụ thương mại và chuyên nghiệp,UPCoM,"6,278,259"
828,MTG,CTCP MT Gas,Tiện ích,UPCoM,"10,450,000"
829,MTH,CTCP Môi trường Đô thị Hà Đông,Tiện ích,UPCoM,"4,787,910"
830,MTL,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,Tiện ích,UPCoM,"6,000,000"
831,MTP,CTCP Dược Medipharco,"Dược phẩm, công nghệ sinh học và khoa học sự sống",UPCoM,"7,455,406"
832,MTS,CTCP Vật tư - TKV,Thương mại hàng không thiết yếu,UPCoM,"15,000,000"
833,MTV,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Tiện ích,UPCoM,"5,400,000"
834,MTX,CTCP Công trình Đô thị Gò Công,Dịch vụ thương mại và chuyên nghiệp,UPCoM,"645,000"
835,MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Năng lượng,HNX,"105,000,000"
836,MVC,CTCP Vật liệu và Xây dựng Bình Dương,Nguyên vật liệu,UPCoM,"100,000,000"
837,MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,Vận tải,UPCoM,"6,374,700"
838,MWG,CTCP Đầu tư Thế giới Di động,Thương mại hàng không thiết yếu,HOSE,"1,479,693,177"
839,MZG,CTCP Miza,Nguyên vật liệu,UPCoM,"105,915,068"
840,NAB,Ngân hàng TMCP Nam Á,Tổ chức tín dụng,HOSE,"1,372,550,553"
841,NAC,CTCP Tư vấn Xây dựng Tổng hợp,Dịch vụ thương mại và chuyên nghiệp,UPCoM,"2,835,000"
842,NAF,CTCP Nafoods Group,"Thực phẩm, đồ uống và thuốc lá",HOSE,"55,620,348"
843,NAG,CTCP Tập đoàn Nagakawa,Thời trang và hàng lâu bền,HNX,"35,760,069"
844,NAP,CTCP Cảng Nghệ Tĩnh,Vận tải,HNX,"21,517,200"
845,NAS,CTCP Dịch vụ Hàng không Sân bay Nội Bài,Vận tải,UPCoM,"8,315,764"
846,NAU,CTCP Môi trường Đô thị Nghệ An,Tiện ích,UPCoM,"3,669,999"
847,NAV,CTCP Nam Việt,Thời trang và hàng lâu bền,HOSE,"8,000,000"
848,NAW,CTCP Cấp nước Nghệ An,Tiện ích,UPCoM,"37,385,983"
849,NBB,CTCP Đầu tư Năm Bảy Bảy,Bất động sản,HOSE,"100,475,656"
850,NBC,CTCP Than Núi Béo - Vinacomin,Năng lượng,HNX,"36,999,124"
851,NBE,CTCP Sách và Thiết bị Giáo dục Miền Bắc,Truyền thông và giải trí,UPCoM,"5,000,000"
852,NBP,CTCP Nhiệt điện Ninh Bình,Tiện ích,HNX,"12,865,500"
853,NBT,CTCP Cấp thoát nước Bến Tre,Tiện ích,UPCoM,"29,400,000"
854,NBW,CTCP Cấp nước Nhà Bè,Tiện ích,HNX,"10,900,000"
855,NCG,CTCP Tập đoàn Nova Consumer,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"119,784,325"
856,NCS,CTCP Suất ăn Hàng không Nội Bài,Vận tải,UPCoM,"17,949,098"
857,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,Vận tải,HOSE,"26,166,940"
858,ND2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,Tiện ích,UPCoM,"49,993,960"
859,NDC,CTCP Nam Dược,"Dược phẩm, công nghệ sinh học và khoa học sự sống",UPCoM,"5,964,000"
860,NDF,CTCP Chế biến Thực phẩm Nông sản xuất khẩu Nam Định,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"7,853,800"
861,NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,Bất động sản,HNX,"71,657,936"
862,NDP,CTCP Dược phẩm 2/9,"Dược phẩm, công nghệ sinh học và khoa học sự sống",UPCoM,"11,100,000"
863,NDT,Tổng Công ty cổ phần Dệt May Nam Định,Thời trang và hàng lâu bền,UPCoM,"15,639,976"
864,NDW,CTCP Cấp nước Nam Định,Tiện ích,UPCoM,"34,311,748"
865,NDX,CTCP Xây lắp Phát triển Nhà Đà Nẵng,Hàng hóa công nghiệp,HNX,"9,987,557"
866,NED,CTCP Đầu tư và Phát triển Điện Tây Bắc,Tiện ích,UPCoM,"40,500,000"
867,NEM,CTCP Thiết bị điện Miền Bắc,Hàng hóa công nghiệp,UPCoM,"8,848,500"
868,NET,CTCP Bột giặt NET,Sản phẩm chăm sóc cá nhân và gia đình,HNX,"22,398,374"
869,NFC,CTCP Phân lân Ninh Bình,Nguyên vật liệu,HNX,"15,731,260"
870,NGC,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"2,299,854"
871,NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Bất động sản,HOSE,"48,591,709"
872,NHC,CTCP Gạch ngói Nhị Hiệp,Nguyên vật liệu,HNX,"3,041,542"
873,NHH,CTCP Nhựa Hà Nội,Nguyên vật liệu,HOSE,"72,880,000"
874,NHP,CTCP Sản xuất Xuất nhập khẩu NHP,Nguyên vật liệu,UPCoM,"27,576,490"
875,NHT,CTCP Sản xuất và Thương mại Nam Hoa,Nguyên vật liệu,HOSE,"24,028,169"
876,NHV,CTCP Sức Khỏe Hồi Sinh Việt Nam,Dịch vụ thương mại và chuyên nghiệp,UPCoM,"5,480,112"
877,NJC,CTCP May Nam Định,Thời trang và hàng lâu bền,UPCoM,"4,750,000"
878,NKG,CTCP Thép Nam Kim,Nguyên vật liệu,HOSE,"447,570,881"
879,NLG,CTCP Đầu tư Nam Long,Bất động sản,HOSE,"385,075,304"
880,NLS,CTCP Cấp thoát nước Lạng Sơn,Tiện ích,UPCoM,"5,009,800"
881,NNC,CTCP Đá Núi Nhỏ,Nguyên vật liệu,HOSE,"21,920,000"
882,NNT,CTCP Cấp nước Ninh Thuận,Tiện ích,UPCoM,"9,490,841"
883,NO1,CTCP Tập đoàn 911,Hàng hóa công nghiệp,HOSE,"24,000,000"
884,NOS,CTCP Vận tải biển và Thương mại Phương Đông,Vận tải,UPCoM,"20,056,000"
885,NQB,CTCP Cấp nước Quảng Bình,Tiện ích,UPCoM,"17,230,204"
886,NQN,CTCP Nước sạch Quảng Ninh,Tiện ích,UPCoM,"50,831,593"
887,NRC,CTCP Tập Đoàn Danh Khôi,Bất động sản,HNX,"92,597,762"
888,NS2,CTCP Nước sạch Số 2 Hà Nội,Tiện ích,UPCoM,"56,800,000"
889,NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,"Thực phẩm, đồ uống và thuốc lá",HOSE,"17,586,988"
890,NSG,CTCP Nhựa Sài Gòn,Nguyên vật liệu,UPCoM,"8,639,208"
891,NSH,CTCP Tập Đoàn Nhôm Sông Hồng Shalumi,Nguyên vật liệu,HNX,"20,693,437"
892,NSL,CTCP Cấp nước Sơn La,Tiện ích,UPCoM,"12,499,872"
893,NSS,CTCP Nông Súc Sản Đồng Nai,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"10,263,942"
894,NST,CTCP Ngân Sơn,"Thực phẩm, đồ uống và thuốc lá",HNX,"11,202,003"
895,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,Tiện ích,HOSE,"287,876,029"
896,NTB,CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,Hàng hóa công nghiệp,UPCoM,"39,779,577"
897,NTC,CTCP Khu Công nghiệp Nam Tân Uyên,Bất động sản,UPCoM,"23,999,980"
898,NTF,CTCP Dược - Vật tư Y tế Nghệ An,"Dược phẩm, công nghệ sinh học và khoa học sự sống",UPCoM,"6,000,000"
899,NTH,CTCP Thủy điện Nước Trong,Tiện ích,HNX,"10,802,053"
900,NTL,CTCP Phát triển Đô thị Từ Liêm,Bất động sản,HOSE,"121,979,900"
901,NTP,CTCP Nhựa Thiếu niên Tiền Phong,Nguyên vật liệu,HNX,"142,532,284"
902,NTT,CTCP Dệt - May Nha Trang,Thời trang và hàng lâu bền,UPCoM,"23,500,000"
903,NTW,CTCP Cấp nước Nhơn Trạch,Tiện ích,UPCoM,"10,000,000"
904,NUE,CTCP Môi trường Đô thị Nha Trang,Tiện ích,UPCoM,"6,000,000"
905,NVB,Ngân hàng TMCP Quốc Dân,Tổ chức tín dụng,HNX,"1,177,984,751"
906,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,Bất động sản,HOSE,"1,950,104,538"
907,NVP,CTCP Nước sạch Vĩnh Phúc,Tiện ích,UPCoM,"10,963,000"
908,NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,Dịch vụ tiêu dùng,HOSE,"90,500,000"
909,NWT,CTCP Vận tải Newway,Vận tải,UPCoM,"8,500,000"
910,NXT,CTCP Sản xuất và Cung ứng Vật liệu Xây dựng Kon Tum,Nguyên vật liệu,UPCoM,"6,600,000"
911,OCB,Ngân hàng TMCP Phương Đông,Tổ chức tín dụng,HOSE,"2,465,789,152"
912,OCH,CTCP One Capital Hospitality,"Thực phẩm, đồ uống và thuốc lá",HNX,"200,000,000"
913,ODE,CTCP Tập đoàn Truyền thông và Giải trí ODE,Truyền thông và giải trí,UPCoM,"10,000,000"
914,OGC,CTCP Tập đoàn Đại Dương,"Thực phẩm, đồ uống và thuốc lá",HOSE,"300,000,000"
915,OIL,Tổng Công ty Dầu Việt Nam - CTCP,Năng lượng,UPCoM,"201,425,936"
916,ONE,CTCP Công nghệ One,Dịch vụ viễn thông,HNX,"7,960,310"
917,ONW,CTCP Dịch vụ Một Thế Giới,Truyền thông và giải trí,UPCoM,"2,000,000"
918,OPC,CTCP Dược phẩm OPC,"Dược phẩm, công nghệ sinh học và khoa học sự sống",HOSE,"64,050,892"
919,ORS,CTCP Chứng khoán Tiên Phong,Dịch vụ tài chính,HOSE,"335,999,743"
920,PAC,CTCP Pin Ắc quy Miền Nam,Hàng hóa công nghiệp,HOSE,"46,471,707"
921,PAI,CTCP Công nghệ thông tin Viễn thông và Tự động hóa Dầu Khí,Phần mềm và dịch vụ,UPCoM,"4,235,290"
922,PAN,CTCP Tập đoàn PAN,"Thực phẩm, đồ uống và thuốc lá",HOSE,"216,294,580"
923,PAP,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,Vận tải,UPCoM,"232,000,000"
924,PAS,CTCP Quốc tế Phương Anh,Nguyên vật liệu,UPCoM,"28,049,968"
925,PAT,CTCP Phốt Pho Apatit Việt Nam,Nguyên vật liệu,UPCoM,"25,000,000"
926,PBC,CTCP Dược phẩm Trung Ương 1- Pharbaco,"Dược phẩm, công nghệ sinh học và khoa học sự sống",UPCoM,"113,299,902"
927,PBP,CTCP Bao bì Dầu khí Việt Nam,Nguyên vật liệu,HNX,"4,799,516"
928,PBT,CTCP Bao bì và Thương mại dầu khí Bình Sơn,Nguyên vật liệu,UPCoM,"17,522,284"
929,PC1,CTCP Tập Đoàn PC1,Hàng hóa công nghiệp,HOSE,"357,642,121"
930,PCC,CTCP Tập đoàn Xây lắp 1 - Petrolimex,Nguyên vật liệu,UPCoM,"11,500,000"
931,PCE,CTCP Phân bón và Hóa chất Dầu khí Miền Trung,Nguyên vật liệu,HNX,"10,000,000"
932,PCF,CTCP Cà phê PETEC,Năng lượng,UPCoM,"3,000,000"
933,PCG,CTCP Đầu tư Phát triển Gas Đô thị,Tiện ích,UPCoM,"18,870,000"
934,PCH,CTCP Nhựa Picomat,Nguyên vật liệu,HNX,"24,199,964"
935,PCM,CTCP Vật liệu Xây dựng Bưu điện,Nguyên vật liệu,UPCoM,"4,000,000"
936,PCT,CTCP Vận tải biển Global Pacific,Vận tải,HNX,"50,035,493"
937,PDB,CTCP Tập đoàn Đầu tư Din Capital,Nguyên vật liệu,HNX,"8,909,981"
938,PDC,CTCP Du lịch Dầu khí Phương Đông,Dịch vụ tiêu dùng,UPCoM,"15,000,000"
939,PDN,CTCP Cảng Đồng Nai,Vận tải,HOSE,"55,565,820"
940,PDR,CTCP Phát triển Bất động sản Phát Đạt,Bất động sản,HOSE,"907,235,083"
941,PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Vận tải,UPCoM,"66,095,966"
942,PEC,CTCP Cơ khí Điện lực,Dịch vụ thương mại và chuyên nghiệp,UPCoM,"3,115,409"
943,PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,Thương mại hàng không thiết yếu,UPCoM,"231,898,919"
944,PEN,CTCP Xây lắp III Petrolimex,Hàng hóa công nghiệp,HNX,"5,000,000"
945,PEQ,CTCP Thiết bị Xăng dầu Petrolimex,Năng lượng,UPCoM,"4,965,514"
946,PET,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,Thương mại hàng không thiết yếu,HOSE,"107,334,831"
947,PFL,CTCP Dầu khí Đông Đô,Hàng hóa công nghiệp,UPCoM,"50,000,000"
948,PGB,Ngân hàng TMCP Thịnh vượng và Phát triển,Tổ chức tín dụng,UPCoM,"500,000,000"
